Symbol,Target Vol,Rebalance Period,Sharpe,Max Drawdown,CAGR,Trend Filter
MATICUSDT,0.005,1,4.313614153914629,-0.025616262956197677,0.4402919292226968,True
MATICUSDT,0.005,3,4.308973153305997,-0.047703133044337376,0.5033170853979825,True
MATICUSDT,0.005,5,3.670449885080688,-0.059250572080271735,0.35943078896531366,True
MATICUSDT,0.005,10,3.0095497003659917,-0.04133004063691148,0.2635213488461796,True
MATICUSDT,0.01,1,4.334734149934375,-0.050576332984553996,1.0744408413840403,True
MATICUSDT,0.01,3,4.3293711519222535,-0.09313067718642976,1.2599622592494821,True
MATICUSDT,0.01,5,3.694777833555761,-0.11499051386870374,0.8480520699868483,True
MATICUSDT,0.01,10,3.0462447674544038,-0.08095190901477378,0.5964861989900667,True
MATICUSDT,0.015,1,4.350871826834181,-0.07489701929565884,1.9772787948666766,True
MATICUSDT,0.015,3,4.354050950945853,-0.136391185146434,2.401040969340711,True
MATICUSDT,0.015,5,3.7156454642931656,-0.1674278322184498,1.5103560863843484,True
MATICUSDT,0.015,10,3.085323194122003,-0.11893620396246896,1.01824012401589,True
MATICUSDT,0.02,1,4.374879209838145,-0.09859470051094332,3.2279706891012445,True
MATICUSDT,0.02,3,4.37096992987138,-0.1775880313396574,4.078156914088574,True
MATICUSDT,0.02,5,3.7395717626115856,-0.21675820945761837,2.4073873168064397,True
MATICUSDT,0.02,10,3.1263573608328303,-0.15535060645641197,1.549636319421667,True
